type,time,file_count,usb_flag,login_hour
login,1712260817,7,0,9
login,1712280838,5,0,14
file_access,1712256943,5,0,8
file_access,1712307000,4,0,14
file_access,1712272072,7,0,13
login,1712228056,4,0,14
login,1712267201,6,0,8
file_access,1712273292,5,0,10
login,1712314570,8,0,11
file_access,1712316696,4,0,16
login,1712270490,5,0,8
file_access,1712232256,5,0,17
file_access,1712284756,5,0,11
file_access,1712285850,1,0,18
login,1712285935,8,0,14
file_access,1712226312,27,0,1
login,1712304339,1,0,8
login,1712302414,24,1,0
file_access,1712282215,3,0,14
login,1712288392,2,0,14
file_access,1712265088,3,0,17
file_access,1712272278,38,1,22
login,1712256045,7,0,9
login,1712277520,6,0,8
file_access,1712273512,37,1,2
login,1712309354,5,0,8
login,1712241943,2,0,15
file_access,1712256320,4,0,16
login,1712278925,7,0,16
file_access,1712262586,7,0,8
file_access,1712285241,4,0,15
file_access,1712290464,5,0,9
login,1712269972,6,0,17
login,1712298880,4,0,10
file_access,1712267015,1,0,18
login,1712257792,3,0,17
login,1712280574,6,0,10
file_access,1712259972,7,0,8
login,1712254855,2,0,16
file_access,1712250764,8,0,12
file_access,1712245628,8,0,11
file_access,1712266432,4,0,10
login,1712244677,7,0,16
login,1712242640,8,0,17
file_access,1712305141,7,0,13
login,1712270856,3,0,18
login,1712322031,5,0,11
login,1712319016,2,0,17
file_access,1712287780,2,0,15
login,1712272174,7,0,17
file_access,1712273290,3,0,10
login,1712293272,25,0,22
login,1712236715,15,1,0
login,1712261950,37,0,3
login,1712252550,5,0,14
login,1712267328,5,0,9
login,1712296876,8,0,13
file_access,1712228458,8,0,13
file_access,1712222155,25,0,2
file_access,1712282368,4,0,9
file_access,1712277161,4,0,10
login,1712242320,4,0,10
file_access,1712254009,2,0,18
file_access,1712310240,7,0,18
login,1712266843,4,0,15
login,1712240356,5,0,12
file_access,1712255276,3,0,13
login,1712250008,6,0,14
file_access,1712237275,5,0,10
login,1712281016,3,0,17
file_access,1712265087,7,0,10
login,1712272624,1,0,17
login,1712328280,21,0,22
login,1712248150,5,0,9
login,1712269615,4,0,8
login,1712254672,2,0,11
login,1712231117,5,0,17
login,1712320288,8,0,11
login,1712231175,26,1,22
login,1712240888,2,0,10
login,1712256004,6,0,11
file_access,1712256056,5,0,15
login,1712303584,8,0,9
file_access,1712269120,3,0,10
file_access,1712261617,4,0,13
file_access,1712285478,2,0,16
file_access,1712255233,2,0,10
login,1712299728,26,0,1
file_access,1712308500,3,0,16
file_access,1712270590,7,0,18
login,1712320657,8,0,13
login,1712285952,4,0,12
login,1712243560,34,0,3
file_access,1712231610,6,0,8
file_access,1712273097,8,0,11
file_access,1712264428,8,0,12
file_access,1712301649,3,0,14
login,1712264546,26,0,2
login,1712307310,2,0,16
file_access,1712321656,3,0,18
file_access,1712259238,1,0,14
login,1712241724,2,0,11
file_access,1712243960,6,0,11
login,1712332000,2,0,10
file_access,1712320009,1,0,14
login,1712224244,4,0,11
file_access,1712245223,34,0,2
login,1712296048,7,0,15
login,1712290610,2,0,12
login,1712316130,5,0,9
login,1712322877,2,0,12
file_access,1712325204,3,0,15
file_access,1712285393,16,0,1
file_access,1712267710,5,0,18
file_access,1712317766,7,0,13
file_access,1712288960,7,0,12
file_access,1712324656,4,0,18
login,1712305830,7,0,13
file_access,1712325995,5,0,16
file_access,1712265844,1,0,15
file_access,1712334040,3,0,18
login,1712312918,3,0,11
file_access,1712309662,6,0,11
file_access,1712249280,28,1,1
login,1712281833,5,0,9
file_access,1712285272,19,0,22
login,1712314546,4,0,11
login,1712292168,7,0,15
file_access,1712308000,8,0,14
login,1712247292,3,0,15
file_access,1712319462,16,1,23
login,1712285728,22,1,2
file_access,1712229354,8,0,18
login,1712274580,39,0,3
file_access,1712297266,3,0,17
login,1712305276,20,1,22
login,1712256650,2,0,15
file_access,1712329276,4,0,14
file_access,1712263560,3,0,15
login,1712269296,7,0,11
login,1712269357,3,0,9
login,1712330870,5,0,11
login,1712233031,7,0,9
login,1712316280,15,1,3
file_access,1712288998,6,0,12
file_access,1712286792,8,0,10
file_access,1712260579,5,0,18
login,1712224024,5,0,13
login,1712322515,35,0,0
login,1712292826,6,0,8
file_access,1712263085,8,0,15
file_access,1712292988,8,0,12
file_access,1712319496,6,0,18
login,1712229900,4,0,17
login,1712288627,1,0,16
file_access,1712265664,6,0,10
login,1712255344,8,0,12
login,1712336172,5,0,16
file_access,1712233495,4,0,13
file_access,1712298260,6,0,15
file_access,1712259007,2,0,11
file_access,1712245162,7,0,10
file_access,1712337921,7,0,11
login,1712232480,3,0,12
file_access,1712232508,6,0,12
login,1712251128,35,1,3
login,1712255824,6,0,16
login,1712325712,4,0,10
file_access,1712260580,3,0,16
file_access,1712297944,6,0,11
login,1712284024,1,0,13
file_access,1712303952,7,0,9
login,1712321576,21,1,0
login,1712235100,2,0,8
login,1712264405,31,0,3
login,1712330092,5,0,10
login,1712278591,3,0,10
login,1712243438,1,0,14
login,1712323375,7,0,9
login,1712247040,35,0,3
login,1712324762,4,0,13
login,1712264790,6,0,13
login,1712227117,1,0,16
file_access,1712323900,6,0,13
file_access,1712276765,22,0,23
login,1712295742,19,0,1
login,1712257967,5,0,18
login,1712281696,3,0,18
login,1712291245,7,0,16
login,1712337576,2,0,18
login,1712252228,6,0,11
file_access,1712230888,4,0,8
file_access,1712280852,2,0,18
file_access,1712330900,8,0,8
file_access,1712239303,3,0,17
login,1712226224,6,0,17
login,1712316914,1,0,18
file_access,1712293132,1,0,10
login,1712288430,3,0,15
login,1712240664,2,0,16
file_access,1712337655,4,0,9
file_access,1712263494,38,1,23
login,1712335487,5,0,9
file_access,1712225200,36,1,22
file_access,1712302085,39,0,0
file_access,1712304574,8,0,14
file_access,1712224060,34,0,2
login,1712325216,2,0,11
file_access,1712249405,4,0,10
file_access,1712313364,6,0,16
login,1712231382,5,0,13
file_access,1712247112,2,0,13
file_access,1712249569,8,0,16
login,1712282280,20,0,0
file_access,1712232697,3,0,14
file_access,1712305444,3,0,17
file_access,1712343134,7,0,18
file_access,1712247346,2,0,18
file_access,1712277760,5,0,13
login,1712226752,5,0,9
login,1712339955,2,0,11
login,1712320582,3,0,13
file_access,1712224380,7,0,15
login,1712342740,5,0,8
login,1712292796,5,0,13
login,1712254990,7,0,13
file_access,1712263596,1,0,11
login,1712290576,4,0,8
file_access,1712337200,2,0,13
file_access,1712329956,4,0,14
login,1712315338,34,1,2
login,1712288416,4,0,16
login,1712330274,1,0,15
login,1712337760,8,0,15
login,1712312021,2,0,18
file_access,1712317040,5,0,15
login,1712293708,7,0,14
file_access,1712276508,6,0,18
login,1712304975,4,0,17
file_access,1712337196,6,0,16
file_access,1712229688,4,0,14
login,1712310182,7,0,16
login,1712263189,7,0,18
file_access,1712337640,5,0,13
file_access,1712240953,4,0,16
file_access,1712301844,3,0,12
login,1712304412,8,0,14
file_access,1712246028,35,0,22
file_access,1712279680,4,0,17
login,1712236134,5,0,11
file_access,1712281055,7,0,14
login,1712308576,6,0,9
file_access,1712246213,4,0,9
login,1712293750,1,0,10
login,1712246287,1,0,12
login,1712328956,3,0,11
login,1712280192,1,0,17
file_access,1712271478,5,0,13
file_access,1712240160,27,0,0
login,1712287920,3,0,8
login,1712274163,7,0,15
login,1712269190,3,0,10
login,1712256655,6,0,10
file_access,1712234020,2,0,9
file_access,1712230264,32,0,3
login,1712316104,4,0,11
file_access,1712317459,2,0,8
login,1712245504,1,0,10
login,1712310055,8,0,9
file_access,1712286088,3,0,10
file_access,1712316564,7,0,9
file_access,1712230432,17,0,23
file_access,1712262181,5,0,13
login,1712267310,7,0,14
file_access,1712329642,3,0,15
login,1712241976,7,0,17
login,1712340030,37,0,2
file_access,1712235672,5,0,12
file_access,1712259925,8,0,8
file_access,1712296976,5,0,10
login,1712295775,3,0,15
login,1712343136,3,0,17
file_access,1712279298,37,1,0
file_access,1712256320,3,0,9
login,1712249959,2,0,10
login,1712249998,6,0,17
file_access,1712315470,8,0,10
login,1712310424,8,0,11
file_access,1712274530,2,0,8
file_access,1712347890,1,0,9
file_access,1712331274,8,0,12
login,1712292736,8,0,16
file_access,1712349524,3,0,15
login,1712327710,21,0,3
login,1712246476,6,0,18
file_access,1712271060,6,0,12
file_access,1712339644,1,0,8
login,1712246584,30,0,23
login,1712342450,1,0,18
file_access,1712311456,8,0,10
login,1712251880,6,0,16
file_access,1712314224,2,0,9
login,1712267548,4,0,14
login,1712239000,2,0,15
login,1712266351,1,0,12
file_access,1712244268,2,0,8
file_access,1712353754,7,0,8
login,1712249552,7,0,13
file_access,1712320060,7,0,17
file_access,1712351496,7,0,16
file_access,1712333314,8,0,9
login,1712282404,7,0,17
login,1712239270,33,1,1
file_access,1712328380,32,1,2
file_access,1712317990,5,0,8
login,1712290528,6,0,10
file_access,1712295849,5,0,13
file_access,1712230222,3,0,16
file_access,1712343335,1,0,10
login,1712284224,3,0,14
file_access,1712297458,5,0,10
file_access,1712272490,1,0,18
file_access,1712349047,4,0,15
login,1712300320,1,0,14
login,1712317569,4,0,13
login,1712330878,3,0,15
login,1712354791,1,0,17
login,1712294004,36,1,23
file_access,1712311300,6,0,8
login,1712255692,5,0,8
login,1712341989,3,0,8
login,1712295616,5,0,14
file_access,1712306320,4,0,13
file_access,1712238570,34,0,23
login,1712338424,6,0,12
file_access,1712246620,7,0,13
login,1712255986,4,0,14
file_access,1712266700,6,0,11
file_access,1712330830,7,0,15
file_access,1712325584,5,0,11
login,1712258828,16,0,23
file_access,1712301688,30,1,0
file_access,1712236153,5,0,13
file_access,1712264320,2,0,8
file_access,1712313985,35,0,1
login,1712318096,8,0,17
login,1712289981,5,0,12
login,1712281984,8,0,16
file_access,1712280700,7,0,9
login,1712313064,3,0,11
file_access,1712259268,3,0,9
login,1712318624,8,0,16
login,1712313316,2,0,14
file_access,1712293150,8,0,15
login,1712277007,17,1,2
login,1712273008,7,0,16
login,1712250061,3,0,12
login,1712304258,3,0,11
file_access,1712336855,7,0,9
login,1712232544,6,0,12
login,1712252923,4,0,10
login,1712259752,2,0,18
login,1712333182,7,0,18
login,1712284320,1,0,14
login,1712351071,2,0,9
login,1712232688,29,0,2
file_access,1712315855,7,0,9
file_access,1712330944,6,0,17
login,1712268250,2,0,16
file_access,1712287424,1,0,9
login,1712355838,6,0,15
login,1712268400,2,0,9
login,1712262974,2,0,16
file_access,1712356180,26,1,23
file_access,1712286373,8,0,18
login,1712297412,7,0,14
login,1712290618,8,0,14
login,1712326408,1,0,10
file_access,1712322375,8,0,14
login,1712363744,8,0,18
file_access,1712361109,8,0,13
file_access,1712343312,1,0,11
login,1712362722,4,0,13
file_access,1712344900,7,0,8
file_access,1712333957,7,0,17
login,1712310560,4,0,16
file_access,1712263618,4,0,10
file_access,1712288576,7,0,8
login,1712276175,7,0,16
login,1712324740,7,0,10
file_access,1712327604,2,0,16
file_access,1712345740,5,0,11
login,1712294452,23,0,2
file_access,1712255600,8,0,10
file_access,1712233384,2,0,15
login,1712227840,3,0,17
file_access,1712336514,6,0,16
login,1712365886,15,0,2
file_access,1712328340,6,0,13
file_access,1712349372,7,0,13
file_access,1712288011,3,0,14
login,1712334208,4,0,13
file_access,1712271349,3,0,10
login,1712313400,6,0,10
file_access,1712268649,8,0,12
login,1712312160,5,0,16
login,1712275762,5,0,13
login,1712254756,3,0,12
login,1712242150,7,0,8
login,1712313886,8,0,17
login,1712284420,1,0,9
login,1712363328,7,0,8
login,1712367671,2,0,10
file_access,1712253580,7,0,9
login,1712281838,37,1,3
login,1712236712,1,0,16
file_access,1712311627,1,0,12
file_access,1712242420,17,1,2
file_access,1712248110,29,0,2
file_access,1712309032,8,0,18
file_access,1712338866,4,0,9
login,1712340382,6,0,9
file_access,1712339062,4,0,12
login,1712337740,1,0,14
login,1712361994,6,0,16
login,1712303806,2,0,12
login,1712268304,6,0,18
login,1712331008,8,0,11
login,1712298325,4,0,18
login,1712315506,2,0,10
file_access,1712334138,1,0,10
login,1712311384,4,0,16
file_access,1712357190,8,0,8
login,1712345860,1,0,10
file_access,1712254378,8,0,17
login,1712265872,6,0,16
login,1712318939,1,0,16
file_access,1712235850,8,0,12
file_access,1712290405,7,0,8
file_access,1712274672,8,0,12
file_access,1712241673,16,1,0
login,1712310726,4,0,13
login,1712234536,1,0,17
login,1712354080,1,0,12
file_access,1712253317,16,0,0
file_access,1712311034,4,0,17
file_access,1712250505,2,0,14
login,1712238988,1,0,14
login,1712348835,8,0,14
login,1712301220,17,0,0
login,1712353382,8,0,13
login,1712283984,2,0,17
login,1712372431,6,0,16
login,1712336300,5,0,16
login,1712240628,31,0,0
login,1712333584,7,0,10
login,1712308975,8,0,17
login,1712269792,2,0,14
login,1712358595,32,1,23
login,1712319392,23,0,0
login,1712347157,3,0,13
login,1712348716,6,0,13
login,1712373621,4,0,14
login,1712265700,7,0,10
login,1712293504,2,0,12
file_access,1712274562,7,0,12
file_access,1712317040,8,0,13
login,1712281984,7,0,13
file_access,1712276180,4,0,11
login,1712323144,1,0,14
login,1712365771,39,1,2
file_access,1712236700,2,0,13
login,1712282264,5,0,15
file_access,1712322010,35,0,22
file_access,1712314738,6,0,15
file_access,1712344256,15,1,1
login,1712345827,2,0,11
file_access,1712345926,3,0,17
file_access,1712245725,4,0,11
login,1712365312,6,0,10
file_access,1712229540,1,0,16
login,1712282768,2,0,12
file_access,1712344942,1,0,14
login,1712248840,1,0,10
file_access,1712377720,4,0,8
file_access,1712354128,15,1,3
login,1712318640,6,0,11
file_access,1712271232,33,0,22
login,1712355925,3,0,12
file_access,1712320366,2,0,14
file_access,1712298142,7,0,16
file_access,1712324992,39,1,3
login,1712362301,17,0,3
file_access,1712359430,8,0,10
login,1712293933,8,0,18
login,1712319360,3,0,11
login,1712364230,7,0,18
login,1712361352,8,0,18
login,1712359965,6,0,12
login,1712253856,8,0,11
file_access,1712297305,6,0,16
file_access,1712276398,1,0,18
login,1712247968,38,0,23
login,1712362000,5,0,14
file_access,1712369613,8,0,14
login,1712234546,2,0,16
file_access,1712372845,7,0,9
file_access,1712378976,36,0,23
login,1712254180,5,0,13
login,1712373190,3,0,10
file_access,1712306997,6,0,17
file_access,1712236192,4,0,9
file_access,1712346373,4,0,10
login,1712331370,2,0,10
login,1712331457,5,0,10
file_access,1712305840,2,0,13
login,1712334657,2,0,10
file_access,1712275700,40,0,23
file_access,1712262115,2,0,15
login,1712362212,6,0,18
login,1712357768,5,0,10
file_access,1712324476,4,0,15
login,1712377723,8,0,18
login,1712257760,20,1,22
login,1712332327,7,0,15
login,1712268490,2,0,8
file_access,1712242644,3,0,9
file_access,1712320396,18,1,23
login,1712358600,2,0,11
login,1712270196,7,0,12
login,1712320633,1,0,16
file_access,1712352800,5,0,17
file_access,1712307030,6,0,16
login,1712270380,4,0,15
file_access,1712268895,7,0,18
login,1712317964,4,0,17
login,1712230660,2,0,15
login,1712336526,5,0,8
login,1712244515,1,0,14
login,1712318272,5,0,10
login,1712329108,7,0,12
file_access,1712372256,6,0,8
file_access,1712352361,5,0,14
file_access,1712384800,32,0,3
file_access,1712270886,1,0,18
login,1712278642,8,0,8
login,1712241661,8,0,15
login,1712376016,3,0,11
login,1712357590,7,0,18
file_access,1712274208,7,0,16
login,1712345418,2,0,13
login,1712360992,1,0,18
login,1712333214,6,0,15
file_access,1712286800,5,0,8
file_access,1712305468,8,0,11
file_access,1712364512,27,0,23
login,1712259014,7,0,13
login,1712308780,40,0,23
file_access,1712241985,4,0,11
login,1712363380,40,1,3
file_access,1712308990,5,0,17
file_access,1712301270,7,0,13
login,1712304453,1,0,17
login,1712345080,4,0,12
login,1712279611,4,0,10
file_access,1712231240,27,0,23
login,1712278150,40,1,22
login,1712339196,1,0,9
login,1712339285,8,0,10
file_access,1712356600,4,0,11
file_access,1712243876,4,0,13
login,1712294080,5,0,10
file_access,1712367883,5,0,13
login,1712330310,4,0,10
file_access,1712358671,7,0,12
file_access,1712332048,7,0,15
login,1712281796,8,0,11
file_access,1712362122,2,0,13
login,1712253550,3,0,8
file_access,1712362328,7,0,13
login,1712348238,5,0,8
login,1712255230,2,0,16
file_access,1712236317,29,0,3
file_access,1712381700,3,0,16
file_access,1712285374,1,0,8
login,1712302830,1,0,15
login,1712260154,1,0,18
file_access,1712380576,22,0,1
file_access,1712348990,2,0,11
login,1712372874,8,0,14
file_access,1712363461,21,0,22
file_access,1712331804,5,0,12
file_access,1712288984,8,0,14
file_access,1712287450,2,0,12
file_access,1712238184,8,0,18
file_access,1712254128,5,0,9
login,1712360893,2,0,17
file_access,1712297234,7,0,13
login,1712235090,5,0,12
login,1712281396,5,0,14
login,1712380461,6,0,17
login,1712235156,3,0,18
login,1712252767,3,0,13
file_access,1712304000,2,0,9
file_access,1712238424,5,0,12
login,1712286508,30,0,1
login,1712337858,5,0,13
file_access,1712321904,6,0,11
login,1712307535,5,0,8
login,1712391114,30,0,3
file_access,1712352665,6,0,17
file_access,1712310952,8,0,11
file_access,1712333547,6,0,18
login,1712343290,7,0,17
login,1712277328,1,0,14
file_access,1712314452,4,0,9
login,1712287102,8,0,17
file_access,1712337190,24,1,3
login,1712353425,32,0,22
file_access,1712240400,3,0,15
file_access,1712335828,1,0,13
login,1712326204,7,0,16
login,1712368376,1,0,14
login,1712326360,20,1,22
login,1712259977,1,0,15
login,1712389774,1,0,17
login,1712393137,5,0,18
file_access,1712232480,6,0,16
file_access,1712349500,4,0,16
file_access,1712346340,6,0,12
file_access,1712322025,6,0,18
file_access,1712309076,32,1,22
login,1712257015,7,0,10
login,1712296170,3,0,11
file_access,1712309277,3,0,10
login,1712348512,2,0,15
login,1712296347,8,0,16
login,1712278432,3,0,14
file_access,1712325895,2,0,14
file_access,1712334152,7,0,11
login,1712296583,15,1,22
file_access,1712239312,4,0,15
login,1712390124,5,0,9
file_access,1712314800,21,1,1
login,1712283691,1,0,10
file_access,1712360916,8,0,16
login,1712395517,1,0,13
file_access,1712303572,3,0,16
login,1712275670,7,0,17
login,1712297114,4,0,14
login,1712288938,4,0,12
file_access,1712270864,33,1,1
login,1712373145,8,0,13
login,1712313850,4,0,13
file_access,1712261087,18,1,0
file_access,1712302424,8,0,12
login,1712239672,1,0,15
login,1712333974,21,0,0
login,1712305920,24,1,0
login,1712304328,1,0,18
login,1712332560,3,0,11
file_access,1712372432,4,0,14
login,1712389126,2,0,12
login,1712384260,2,0,12
login,1712241525,1,0,11
login,1712342932,6,0,10
file_access,1712278161,1,0,13
file_access,1712341440,15,1,0
file_access,1712293240,7,0,10
login,1712246648,31,0,3
file_access,1712236674,7,0,12
file_access,1712398492,2,0,18
login,1712268429,30,0,3
file_access,1712358650,8,0,13
login,1712363758,7,0,14
login,1712270224,20,1,22
login,1712297034,40,1,0
file_access,1712320528,8,0,12
file_access,1712272025,4,0,17
login,1712349164,8,0,18
file_access,1712236894,3,0,15
login,1712240272,5,0,8
file_access,1712384690,36,1,1
login,1712357920,18,1,1
login,1712351290,2,0,8
login,1712321104,2,0,17
login,1712369983,4,0,15
login,1712297672,16,1,0
login,1712397145,5,0,14
login,1712341624,4,0,8
file_access,1712336647,7,0,9
file_access,1712336728,27,0,0
file_access,1712316541,2,0,15
file_access,1712350410,3,0,16
login,1712355572,2,0,13
login,1712403040,16,0,0
file_access,1712333747,3,0,8
login,1712305028,5,0,12
login,1712313565,3,0,8
file_access,1712262752,28,0,22
login,1712366306,1,0,14
file_access,1712393572,24,0,2
login,1712395385,3,0,16
login,1712356400,2,0,16
login,1712245927,4,0,9
login,1712377008,5,0,8
login,1712235763,4,0,17
login,1712387440,3,0,11
file_access,1712363680,4,0,17
file_access,1712391072,28,0,22
file_access,1712363872,6,0,9
login,1712239284,1,0,17
login,1712247852,5,0,11
file_access,1712268400,1,0,18
file_access,1712353990,28,1,3
file_access,1712312992,2,0,13
login,1712268520,4,0,14
login,1712309696,19,0,22
file_access,1712236015,6,0,14
file_access,1712325268,6,0,12
login,1712325341,7,0,15
login,1712359774,40,1,23
file_access,1712315173,6,0,15
file_access,1712334160,1,0,13
login,1712304981,6,0,14
file_access,1712296432,7,0,18
login,1712382638,5,0,8
file_access,1712291372,4,0,9
file_access,1712400100,7,0,16
file_access,1712272492,1,0,11
file_access,1712294985,5,0,11
file_access,1712238016,4,0,8
login,1712255328,4,0,12
login,1712393760,2,0,8
file_access,1712255392,5,0,15
login,1712392252,5,0,8
file_access,1712324776,4,0,14
file_access,1712357794,29,0,22
file_access,1712291955,4,0,13
file_access,1712292008,6,0,13
file_access,1712271217,3,0,10
login,1712347730,1,0,15
login,1712239997,7,0,8
login,1712259160,4,0,12
login,1712295755,23,1,0
login,1712252260,1,0,10
file_access,1712363842,1,0,12
login,1712283712,29,1,23
file_access,1712393695,8,0,14
login,1712282062,5,0,8
file_access,1712248916,5,0,15
file_access,1712388784,5,0,18
login,1712297944,1,0,14
login,1712270000,6,0,18
login,1712385606,7,0,13
file_access,1712366440,4,0,10
login,1712250837,4,0,8
login,1712370138,8,0,13
file_access,1712340400,7,0,13
file_access,1712301848,1,0,18
login,1712280822,2,0,11
login,1712326576,4,0,10
login,1712316094,3,0,9
file_access,1712363680,3,0,15
file_access,1712291572,3,0,11
file_access,1712265194,2,0,8
login,1712337514,4,0,8
login,1712365816,6,0,8
login,1712390620,1,0,9
login,1712337748,6,0,14
file_access,1712404972,30,0,0
file_access,1712350280,4,0,16
login,1712284912,1,0,12
login,1712375230,4,0,13
file_access,1712403665,4,0,10
file_access,1712311636,4,0,12
login,1712354251,2,0,15
file_access,1712398688,2,0,14
login,1712402350,2,0,8
file_access,1712413120,2,0,17
file_access,1712319059,8,0,14
file_access,1712361798,26,1,1
login,1712240917,2,0,18
login,1712342400,32,1,3
file_access,1712258773,1,0,10
file_access,1712269498,8,0,16
login,1712396130,5,0,16
login,1712364128,23,0,1
file_access,1712398135,7,0,8
file_access,1712348238,2,0,15
login,1712346534,3,0,17
file_access,1712278672,2,0,8
file_access,1712393212,5,0,12
login,1712332460,7,0,15
login,1712319997,1,0,12
login,1712259136,2,0,17
file_access,1712348819,30,1,0
login,1712293288,2,0,13
login,1712347190,2,0,16
login,1712314944,7,0,10
file_access,1712271880,5,0,11
login,1712338446,2,0,18
file_access,1712243176,2,0,9
file_access,1712392600,6,0,17
login,1712389105,22,1,23
file_access,1712286496,5,0,17
login,1712391118,7,0,11
login,1712396636,6,0,18
login,1712412990,4,0,15
file_access,1712306554,6,0,16
login,1712387928,1,0,10
login,1712362720,1,0,11
file_access,1712239798,5,0,9
login,1712330320,4,0,9
file_access,1712357557,1,0,12
file_access,1712305096,6,0,14
login,1712413934,4,0,13
login,1712363260,3,0,8
file_access,1712323420,25,0,0
file_access,1712392496,1,0,14
login,1712276314,5,0,15
login,1712385436,8,0,15
file_access,1712300045,1,0,15
file_access,1712236400,1,0,10
file_access,1712309260,36,1,22
file_access,1712267414,8,0,13
login,1712329433,6,0,11
login,1712382400,5,0,8
file_access,1712260225,3,0,11
file_access,1712265736,2,0,8
login,1712413759,8,0,9
login,1712269464,5,0,13
file_access,1712390216,8,0,8
login,1712362870,4,0,18
file_access,1712372114,7,0,8
login,1712245800,8,0,13
file_access,1712315479,6,0,13
login,1712399906,20,1,1
file_access,1712416530,8,0,10
file_access,1712334028,34,0,2
login,1712286339,2,0,12
file_access,1712260654,8,0,15
file_access,1712376544,3,0,14
login,1712299360,2,0,17
file_access,1712396987,23,1,0
file_access,1712336308,27,0,2
login,1712367713,5,0,11
file_access,1712299576,6,0,10
login,1712386345,5,0,18
file_access,1712283070,26,0,1
file_access,1712286809,8,0,9
login,1712392192,2,0,11
login,1712403390,7,0,9
login,1712403500,36,0,2
file_access,1712353633,8,0,15
file_access,1712307416,23,0,3
file_access,1712416801,2,0,15
file_access,1712377984,4,0,8
login,1712415180,7,0,17
login,1712303936,7,0,10
login,1712294707,4,0,12
file_access,1712259456,8,0,16
login,1712397054,6,0,18
file_access,1712246500,6,0,10
file_access,1712419598,6,0,13
file_access,1712313582,16,1,23
login,1712244712,1,0,16
file_access,1712313704,3,0,11
login,1712416340,16,1,22
file_access,1712311960,4,0,17
file_access,1712323222,8,0,13
login,1712250436,5,0,18
login,1712282236,7,0,14
login,1712340250,4,0,17
login,1712344067,7,0,14
file_access,1712389072,25,1,22
file_access,1712261809,6,0,10
login,1712379904,6,0,18
file_access,1712252500,6,0,14
login,1712336948,39,0,2
file_access,1712248802,31,0,1
login,1712352118,7,0,10
login,1712254491,1,0,14
login,1712342880,6,0,9
file_access,1712237620,2,0,13
login,1712361852,7,0,10
login,1712305448,4,0,13
login,1712354488,1,0,15
file_access,1712352685,4,0,9
login,1712409346,5,0,10
login,1712281141,7,0,16
file_access,1712301952,5,0,13
file_access,1712336008,6,0,17
login,1712288830,3,0,10
login,1712286986,30,0,2
file_access,1712243516,6,0,12
file_access,1712264362,3,0,17
file_access,1712425386,4,0,13
file_access,1712309910,27,0,22
file_access,1712344096,29,1,22
login,1712395391,3,0,16
login,1712253144,6,0,18
login,1712258869,6,0,9
login,1712414700,3,0,17
file_access,1712340674,2,0,12
login,1712363572,1,0,17
file_access,1712348434,5,0,15
login,1712405632,3,0,8
file_access,1712396215,4,0,9
file_access,1712312454,6,0,9
file_access,1712362095,2,0,9
file_access,1712388892,1,0,11
file_access,1712303086,7,0,9
login,1712381450,7,0,11
file_access,1712406388,39,0,22
file_access,1712383552,1,0,15
login,1712372170,20,0,3
login,1712316754,1,0,16
file_access,1712364690,26,1,22
login,1712328372,2,0,13
file_access,1712349526,2,0,10
file_access,1712265212,4,0,15
login,1712374629,15,1,22
file_access,1712251840,7,0,13
file_access,1712372890,33,0,22
file_access,1712284568,4,0,18
login,1712403838,36,1,1
login,1712409716,29,1,22
file_access,1712407900,3,0,15
login,1712267410,4,0,14
login,1712384992,24,1,1
login,1712267480,5,0,8
login,1712255941,4,0,16
login,1712350540,4,0,15
file_access,1712323584,2,0,17
file_access,1712261824,8,0,12
file_access,1712290851,8,0,9
login,1712265756,3,0,16
file_access,1712261920,6,0,15
login,1712383920,7,0,14
login,1712420818,2,0,17
file_access,1712289148,1,0,8
file_access,1712267865,8,0,15
login,1712295060,5,0,9
login,1712359162,3,0,17
file_access,1712407794,8,0,8
login,1712248575,6,0,17
login,1712347744,36,1,2
file_access,1712260295,4,0,15
login,1712396546,7,0,9
file_access,1712349919,6,0,13
file_access,1712338308,8,0,14
login,1712277960,7,0,11
file_access,1712410600,6,0,17
login,1712276089,23,1,0
login,1712262464,4,0,18
file_access,1712256637,2,0,14
file_access,1712276206,4,0,12
file_access,1712256695,38,0,22
login,1712352568,40,0,3
file_access,1712317420,8,0,12
file_access,1712297900,5,0,12
login,1712243098,8,0,18
login,1712380320,7,0,12
login,1712323543,2,0,10
login,1712406010,17,1,23
login,1712394337,3,0,12
login,1712349264,3,0,9
file_access,1712341480,5,0,8
login,1712435920,6,0,10
file_access,1712426205,3,0,11
file_access,1712296432,15,0,22
login,1712383117,4,0,9
login,1712247280,5,0,8
file_access,1712339941,22,1,3
login,1712395228,29,1,3
login,1712413084,8,0,17
login,1712359894,5,0,12
login,1712389600,36,1,3
login,1712369936,6,0,16
file_access,1712326528,6,0,16
file_access,1712397800,35,0,2
file_access,1712407795,3,0,10
login,1712295040,40,1,2
file_access,1712271316,6,0,16
file_access,1712336758,7,0,10
file_access,1712261473,1,0,18
login,1712358720,23,1,0
login,1712315130,5,0,16
file_access,1712305258,4,0,13
login,1712351012,5,0,8
login,1712277532,2,0,16
login,1712339230,4,0,14
file_access,1712343280,4,0,12
login,1712341361,1,0,9
login,1712415136,5,0,16
login,1712239860,6,0,17
login,1712337586,2,0,14
login,1712383540,1,0,15
file_access,1712383632,6,0,13
file_access,1712417673,7,0,9
file_access,1712337862,2,0,15
file_access,1712425887,2,0,14
